try 266, z = -1.2263649743502323
try 270, z = -2.0521180840239133
try 298, z = -0.7104674083245799
try 290, z = -0.4199770739811035
try 282, z = -0.8071936987183838
try 294, z = -0.6759480798275704
try 310, z = 0.059952821656903375
try 306, z = -1.2483713966569217
try 302, z = 0.5190284793749685
try 314, z = -0.344006402173586
try 326, z = 3.205587485485194
try 346, z = 1.3620951559002619
try 354, z = 0.642830406781814
try 338, z = 0.769568499404035
try 322, z = -0.5186385968227204
try 330, z = -0.2990989941698564
try 334, z = -0.5046559236000013
try 350, z = -0.0466420663739657
try 318, z = 1.0874350601319829
try 374, z = -0.008703964620743783
try 342, z = 0.3779487883791204
try 358, z = 0.9297784529357832
try 362, z = -0.2231195556280804
try 366, z = 0.07455534726413253
try 370, z = -0.36940072850841277
try 378, z = 0.5541981044070307
try 382, z = 1.2477986684427649
try 287, z = -1.4045959433897761
try 259, z = 2.872348011088124
try 279, z = -0.0055658366304828875
try 271, z = -1.1433445794213208
try 291, z = -2.003444228977061
try 263, z = 0.8099551080857649
try 275, z = -1.750216066475366
try 283, z = -0.28184306107314266
try 295, z = -3.220328285444163
try 267, z = -0.5323556554594115
try 299, z = -1.413820859890674
try 311, z = 0.2981140137996976
try 307, z = 1.2151561567955882
try 327, z = -0.5830700912968244
try 315, z = -0.8456757653338625
try 335, z = -0.5923186437468881
try 303, z = -0.46553497900975527
try 319, z = -0.9305752124768055
try 347, z = -0.5248168590875663
try 323, z = 0.28632934950123895
try 355, z = 0.7158406076678762
try 339, z = 0.9485337561980849
try 351, z = -2.4842524611510703
try 375, z = -0.7435497455489355
try 331, z = -0.7787423555389018
try 343, z = 1.191782631401003
try 359, z = -0.5285925865605813
try 367, z = -0.2379615982884235
try 363, z = -0.2339954338778324
try 371, z = 0.14828863544368812
try 379, z = 0.3128735082458092
try 383, z = 0.13761533418919047
try 412, z = 0.3994066128498091
try 484, z = -1.6342935751051868
try 444, z = -0.46043298512003017
try 468, z = -0.6652526098145166
try 416, z = -1.9632332760108209
try 388, z = -0.8586276957256741
try 424, z = -0.8441868555128397
try 404, z = -0.5506382717550509
try 420, z = 1.5285086174505562
try 392, z = -2.8731488056777486
try 456, z = -0.2567575544064081
try 440, z = -0.3137683605669157
try 448, z = 0.24282610008162084
try 384, z = 0.21437511082131563
try 432, z = -0.5186201037525512
try 400, z = -0.4021311594393554
try 460, z = -1.168173458139221
try 464, z = -0.1699500215811706
try 396, z = -0.025630261066782453
try 408, z = 1.5821206236056193
try 452, z = -0.5376786629337706
try 428, z = -0.22036900972335305
try 488, z = -0.8248745027502286
try 492, z = -1.8080700467681907
try 480, z = 2.268062900237541
try 436, z = -1.3193797483350285
try 476, z = 1.2331443081516105
try 472, z = -0.819761186191658
try 496, z = -0.8310556447034925



